id,class
176,3_post
177,4_unknown
178,4_unknown
179,4_unknown
180,3_post
181,2_exploit
182,2_exploit
183,1_reconnaissance
184,4_unknown
185,2_exploit
186,3_post
187,3_post
188,3_post
189,2_exploit
190,4_unknown
191,3_post
192,2_exploit
193,4_unknown
194,4_unknown
195,3_post
196,2_exploit
197,2_exploit
198,3_post
199,2_exploit
200,4_unknown
201,4_unknown
202,1_reconnaissance
203,4_unknown
204,2_exploit
205,3_post
206,3_post
207,4_unknown
208,2_exploit
209,2_exploit
210,2_exploit
211,4_unknown
212,2_exploit
213,2_exploit
214,2_exploit
215,2_exploit
216,4_unknown
217,2_exploit
218,2_exploit
219,3_post
220,2_exploit
221,2_exploit
222,2_exploit
223,4_unknown
224,4_unknown
225,2_exploit
226,2_exploit
227,3_post
228,2_exploit
229,1_reconnaissance
230,2_exploit
231,2_exploit
232,3_post
233,1_reconnaissance
234,3_post
235,2_exploit
236,2_exploit
237,1_reconnaissance
238,2_exploit
239,4_unknown
240,1_reconnaissance
241,4_unknown
242,4_unknown
243,1_reconnaissance
244,4_unknown
245,2_exploit
246,2_exploit
247,3_post
248,2_exploit
249,3_post
250,2_exploit
251,3_post
252,2_exploit
253,2_exploit
254,3_post
255,2_exploit
256,4_unknown
257,2_exploit
258,3_post
259,4_unknown
260,1_reconnaissance
261,2_exploit
262,2_exploit
263,2_exploit
264,3_post
265,4_unknown
266,2_exploit
267,4_unknown
268,1_reconnaissance
269,3_post
270,2_exploit
271,2_exploit
272,3_post
273,2_exploit
274,4_unknown
275,3_post
276,2_exploit
277,3_post
278,3_post
279,2_exploit
280,4_unknown
281,4_unknown
282,1_reconnaissance
283,3_post
284,3_post
285,4_unknown
286,2_exploit
287,3_post
288,2_exploit
289,4_unknown
290,2_exploit
291,4_unknown
292,1_reconnaissance
293,4_unknown
294,3_post
295,3_post
296,4_unknown
297,1_reconnaissance
298,2_exploit
299,2_exploit
300,3_post
301,1_reconnaissance
302,2_exploit
303,3_post
304,2_exploit
305,3_post
306,4_unknown
307,3_post
308,3_post
309,3_post
310,3_post
311,4_unknown
312,3_post
313,1_reconnaissance
314,3_post
315,2_exploit
316,3_post
317,2_exploit
318,1_reconnaissance
319,2_exploit
320,3_post
321,2_exploit
322,3_post
323,4_unknown
324,2_exploit
325,3_post
326,4_unknown
327,3_post
328,3_post
329,4_unknown
330,3_post
331,3_post
332,4_unknown
333,2_exploit
334,4_unknown
335,2_exploit
336,1_reconnaissance
337,2_exploit
338,1_reconnaissance
339,3_post
340,2_exploit
341,1_reconnaissance
342,4_unknown
343,2_exploit
344,4_unknown
345,3_post
346,2_exploit
347,3_post
348,2_exploit
349,2_exploit
350,4_unknown
351,3_post
352,2_exploit
353,3_post
354,4_unknown
355,1_reconnaissance
356,2_exploit
357,4_unknown
358,2_exploit
359,3_post
360,2_exploit
361,2_exploit
362,2_exploit
363,4_unknown
364,2_exploit
365,3_post
366,2_exploit
367,2_exploit
368,4_unknown
369,2_exploit
370,3_post
371,2_exploit
372,2_exploit
373,2_exploit
374,4_unknown
375,2_exploit
376,3_post
377,3_post
378,3_post
379,2_exploit
380,3_post
381,2_exploit
382,2_exploit
383,3_post
384,2_exploit
385,3_post
386,4_unknown
387,4_unknown
388,1_reconnaissance
389,2_exploit
390,4_unknown
391,1_reconnaissance
392,4_unknown
393,4_unknown
394,1_reconnaissance
395,3_post
396,3_post
397,3_post
398,3_post
399,4_unknown
400,1_reconnaissance
401,2_exploit
402,2_exploit
403,4_unknown
404,4_unknown
405,2_exploit
406,4_unknown
407,1_reconnaissance
408,3_post
409,2_exploit
410,2_exploit
411,2_exploit
412,2_exploit
413,2_exploit
414,2_exploit
415,2_exploit
416,3_post
417,2_exploit
418,1_reconnaissance
419,2_exploit
420,2_exploit
421,1_reconnaissance
422,3_post
423,3_post
424,2_exploit
425,2_exploit
426,2_exploit
427,2_exploit
428,4_unknown
429,3_post
430,2_exploit
431,3_post
432,3_post
433,2_exploit
434,1_reconnaissance
435,2_exploit
436,3_post
437,3_post
438,2_exploit
439,2_exploit
440,2_exploit
441,2_exploit
442,3_post
443,3_post
444,2_exploit
445,2_exploit
446,2_exploit
447,3_post
448,4_unknown
449,2_exploit
450,3_post
451,4_unknown
452,3_post
453,3_post
454,4_unknown
455,1_reconnaissance
456,1_reconnaissance
457,2_exploit
458,3_post
459,1_reconnaissance
460,3_post
461,3_post
462,4_unknown
463,2_exploit
464,4_unknown
465,2_exploit
466,2_exploit
467,3_post
468,2_exploit
469,2_exploit
470,3_post
471,2_exploit
472,2_exploit
473,3_post
474,3_post
475,2_exploit
476,2_exploit
477,2_exploit
478,1_reconnaissance
479,2_exploit
480,4_unknown
481,3_post
482,3_post
483,2_exploit
484,3_post
485,3_post
486,2_exploit
487,4_unknown
488,2_exploit
489,3_post
490,1_reconnaissance
491,2_exploit
492,3_post
493,4_unknown
494,3_post
495,2_exploit
496,3_post
497,2_exploit
498,3_post
499,3_post
500,2_exploit
501,2_exploit
502,3_post
503,3_post
504,1_reconnaissance
505,3_post
506,3_post
507,3_post
508,3_post
509,2_exploit
510,3_post
511,3_post
512,3_post
513,3_post
514,2_exploit
515,2_exploit
516,2_exploit
517,4_unknown
518,2_exploit
519,2_exploit
520,3_post
521,1_reconnaissance
522,2_exploit
523,2_exploit
524,3_post
525,2_exploit
526,3_post
527,3_post
528,4_unknown
529,4_unknown
530,3_post
531,3_post
532,2_exploit
533,3_post
534,3_post
535,2_exploit
536,2_exploit
537,2_exploit
538,2_exploit
539,2_exploit
540,2_exploit
541,3_post
542,2_exploit
543,3_post
544,3_post
545,3_post
546,2_exploit
547,3_post
548,4_unknown
549,2_exploit
550,2_exploit
551,2_exploit
552,4_unknown
553,2_exploit
554,2_exploit
555,3_post
556,4_unknown
557,3_post
558,4_unknown
559,3_post
560,3_post
561,3_post
562,2_exploit
563,2_exploit
564,1_reconnaissance
565,3_post
566,2_exploit
567,3_post
568,3_post
569,4_unknown
570,2_exploit
571,2_exploit
572,2_exploit
573,4_unknown
574,3_post
575,4_unknown
576,3_post
577,2_exploit
578,1_reconnaissance
579,4_unknown
580,2_exploit
581,3_post
582,2_exploit
583,1_reconnaissance
584,2_exploit
585,1_reconnaissance
586,2_exploit
587,4_unknown
588,4_unknown
589,4_unknown
590,2_exploit
591,4_unknown
592,2_exploit
593,2_exploit
594,1_reconnaissance
595,2_exploit
596,4_unknown
597,3_post
598,1_reconnaissance
599,2_exploit
600,3_post
601,4_unknown
602,3_post
603,2_exploit
604,2_exploit
605,2_exploit
606,2_exploit
607,3_post
608,3_post
609,4_unknown
610,3_post
611,3_post
612,4_unknown
613,3_post
614,2_exploit
615,2_exploit
616,2_exploit
617,2_exploit
618,3_post
619,4_unknown
620,2_exploit
621,3_post
622,2_exploit
623,3_post
624,2_exploit
625,2_exploit
626,4_unknown
627,2_exploit
628,4_unknown
629,3_post
630,2_exploit
631,2_exploit
632,3_post
633,2_exploit
634,1_reconnaissance
635,3_post
636,2_exploit
637,2_exploit
638,3_post
639,3_post
640,3_post
641,3_post
642,4_unknown
643,2_exploit
644,1_reconnaissance
645,4_unknown
646,2_exploit
647,2_exploit
648,3_post
649,2_exploit
650,1_reconnaissance
651,4_unknown
652,2_exploit
653,3_post
654,4_unknown
655,3_post
656,3_post
657,2_exploit
658,4_unknown
659,2_exploit
660,2_exploit
661,3_post
662,2_exploit
663,3_post
664,3_post
665,2_exploit
666,4_unknown
667,3_post
668,2_exploit
669,2_exploit
670,3_post
671,2_exploit
672,3_post
673,2_exploit
674,3_post
675,4_unknown
676,2_exploit
677,4_unknown
678,3_post
679,2_exploit
680,3_post
681,4_unknown
682,3_post
683,3_post
684,2_exploit
685,3_post
686,3_post
687,2_exploit
688,3_post
689,2_exploit
690,1_reconnaissance
691,3_post
692,3_post
693,2_exploit
694,2_exploit
695,3_post
696,2_exploit
697,3_post
698,3_post
699,3_post
700,2_exploit
701,3_post
702,2_exploit
703,4_unknown
704,4_unknown
705,3_post
706,3_post
707,3_post
708,2_exploit
709,3_post
710,2_exploit
711,4_unknown
712,2_exploit
713,1_reconnaissance
714,2_exploit
715,3_post
716,3_post
717,2_exploit
718,3_post
719,3_post
720,2_exploit
721,2_exploit
722,2_exploit
723,4_unknown
724,3_post
725,2_exploit
726,3_post
727,3_post
728,2_exploit
729,1_reconnaissance
730,4_unknown
731,4_unknown
732,2_exploit
733,2_exploit
734,1_reconnaissance
735,2_exploit
736,3_post
737,2_exploit
738,3_post
739,1_reconnaissance
740,4_unknown
741,2_exploit
742,2_exploit
743,1_reconnaissance
744,1_reconnaissance
745,2_exploit
746,2_exploit
747,2_exploit
748,4_unknown
749,2_exploit
750,3_post
751,1_reconnaissance
752,3_post
753,2_exploit
754,3_post
755,3_post
756,4_unknown
757,3_post
758,2_exploit
759,3_post
760,2_exploit
761,2_exploit
762,2_exploit
763,3_post
764,1_reconnaissance
765,3_post
766,2_exploit
767,2_exploit
768,3_post
769,3_post
770,3_post
771,4_unknown
772,3_post
773,3_post
774,3_post
775,3_post
776,3_post
777,2_exploit
778,1_reconnaissance
779,4_unknown
780,3_post
781,3_post
782,2_exploit
783,3_post
784,2_exploit
785,3_post
786,3_post
787,2_exploit
788,3_post
789,2_exploit
790,1_reconnaissance
791,4_unknown
792,3_post
793,2_exploit
794,3_post
795,3_post
796,1_reconnaissance
797,4_unknown
798,2_exploit
799,1_reconnaissance
800,2_exploit
801,4_unknown
802,3_post
803,2_exploit
804,2_exploit
805,2_exploit
806,2_exploit
807,2_exploit
808,2_exploit
809,4_unknown
810,3_post
811,3_post
812,2_exploit
813,3_post
814,2_exploit
815,2_exploit
816,2_exploit
817,2_exploit
818,1_reconnaissance
819,3_post
820,3_post
821,2_exploit
822,3_post
823,2_exploit
824,2_exploit
825,3_post
826,3_post
827,3_post
828,3_post
829,2_exploit
830,2_exploit
831,3_post
832,3_post
833,3_post
834,2_exploit
835,3_post
836,2_exploit
837,2_exploit
838,3_post
839,3_post
840,3_post
841,3_post
842,4_unknown
843,4_unknown
844,1_reconnaissance
845,4_unknown
846,1_reconnaissance
847,2_exploit
848,1_reconnaissance
849,2_exploit
850,3_post
851,3_post
852,4_unknown
853,3_post
854,2_exploit
855,2_exploit
856,2_exploit
857,3_post
858,1_reconnaissance
859,2_exploit
860,3_post
861,4_unknown
862,3_post
863,3_post
864,2_exploit
865,3_post
866,4_unknown
867,4_unknown
868,4_unknown
869,4_unknown
870,4_unknown
871,1_reconnaissance
872,3_post
873,2_exploit
874,2_exploit
875,1_reconnaissance
876,4_unknown
877,2_exploit
878,3_post
879,3_post
880,1_reconnaissance
881,3_post
882,4_unknown
883,4_unknown
884,2_exploit
885,3_post
886,1_reconnaissance
887,3_post
888,1_reconnaissance
889,4_unknown
890,2_exploit
891,2_exploit
892,2_exploit
893,2_exploit
894,2_exploit
895,2_exploit
896,3_post
897,2_exploit
898,2_exploit
899,2_exploit
900,3_post
901,3_post
902,4_unknown
903,2_exploit
904,3_post
905,2_exploit
906,3_post
907,3_post
908,2_exploit
909,2_exploit
910,4_unknown
911,3_post
912,4_unknown
913,4_unknown
914,3_post
915,4_unknown
916,4_unknown
917,2_exploit
918,3_post
919,4_unknown
920,3_post
921,3_post
922,3_post
923,4_unknown
924,3_post
925,2_exploit
926,3_post
927,2_exploit
928,4_unknown
929,2_exploit
930,4_unknown
931,3_post
932,2_exploit
933,3_post
934,2_exploit
935,2_exploit
936,3_post
937,3_post
938,3_post
939,3_post
940,4_unknown
941,1_reconnaissance
942,1_reconnaissance
943,3_post
944,4_unknown
945,2_exploit
946,2_exploit
947,2_exploit
948,4_unknown
949,4_unknown
950,2_exploit
951,3_post
952,3_post
953,2_exploit
954,2_exploit
955,2_exploit
956,3_post
957,2_exploit
958,1_reconnaissance
959,4_unknown
960,3_post
961,2_exploit
962,3_post
963,2_exploit
964,2_exploit
965,2_exploit
966,1_reconnaissance
967,4_unknown
968,2_exploit
969,2_exploit
970,2_exploit
971,3_post
972,2_exploit
973,2_exploit
974,2_exploit
975,1_reconnaissance
976,3_post
977,2_exploit
978,4_unknown
979,3_post
980,2_exploit
981,4_unknown
982,2_exploit
983,3_post
984,4_unknown
985,3_post
986,2_exploit
987,1_reconnaissance
988,3_post
989,2_exploit
990,2_exploit
991,2_exploit
992,2_exploit
993,2_exploit
994,2_exploit
995,2_exploit
996,3_post
997,2_exploit
998,2_exploit
999,3_post
1000,2_exploit
1001,3_post
1002,2_exploit
1003,2_exploit
1004,4_unknown
1005,2_exploit
1006,4_unknown
1007,4_unknown
1008,2_exploit
1009,3_post
1010,4_unknown
1011,4_unknown
1012,2_exploit
1013,2_exploit
1014,4_unknown
1015,2_exploit
1016,4_unknown
1017,2_exploit
1018,4_unknown
1019,3_post
1020,3_post
1021,4_unknown
1022,3_post
1023,4_unknown
1024,2_exploit
1025,2_exploit
1026,1_reconnaissance
1027,4_unknown
1028,1_reconnaissance
1029,3_post
1030,2_exploit
1031,4_unknown
1032,3_post
1033,2_exploit
1034,2_exploit
1035,2_exploit
1036,4_unknown
1037,3_post
1038,3_post
1039,1_reconnaissance
1040,4_unknown
1041,2_exploit
1042,3_post
1043,3_post
1044,2_exploit
1045,4_unknown
1046,2_exploit
1047,2_exploit
1048,3_post
1049,2_exploit
1050,2_exploit
1051,4_unknown
1052,4_unknown
1053,3_post
1054,2_exploit
1055,2_exploit
1056,3_post
1057,2_exploit
1058,3_post
1059,1_reconnaissance
1060,2_exploit
1061,3_post
1062,2_exploit
1063,2_exploit
1064,3_post
1065,3_post
1066,2_exploit
1067,2_exploit
1068,2_exploit
1069,3_post
1070,2_exploit
1071,2_exploit
1072,4_unknown
1073,3_post
1074,3_post
1075,2_exploit
1076,3_post
1077,3_post
1078,2_exploit
1079,1_reconnaissance
1080,2_exploit
1081,2_exploit
1082,3_post
1083,3_post
1084,4_unknown
1085,2_exploit
1086,3_post
1087,3_post
1088,4_unknown
1089,3_post
1090,2_exploit
1091,2_exploit
1092,2_exploit
1093,3_post
1094,3_post
1095,4_unknown
1096,4_unknown
1097,2_exploit
1098,3_post
1099,2_exploit
1100,4_unknown
1101,3_post
1102,2_exploit
1103,4_unknown
1104,4_unknown
1105,2_exploit
1106,2_exploit
1107,2_exploit
1108,3_post
1109,2_exploit
1110,2_exploit
1111,3_post
1112,3_post
1113,4_unknown
1114,4_unknown
1115,3_post
1116,3_post
1117,2_exploit
1118,3_post
1119,4_unknown
1120,3_post
1121,4_unknown
1122,3_post
1123,2_exploit
1124,4_unknown
1125,3_post
1126,2_exploit
1127,2_exploit
1128,2_exploit
1129,4_unknown
1130,2_exploit
1131,3_post
1132,2_exploit
1133,3_post
1134,1_reconnaissance
1135,3_post
1136,3_post
1137,4_unknown
1138,2_exploit
1139,2_exploit
1140,3_post
1141,2_exploit
1142,2_exploit
1143,3_post
1144,3_post
1145,2_exploit
1146,3_post
1147,3_post
1148,2_exploit
1149,2_exploit
1150,3_post
1151,2_exploit
1152,1_reconnaissance
1153,3_post
1154,1_reconnaissance
1155,3_post
1156,3_post
1157,3_post
1158,2_exploit
1159,3_post
1160,2_exploit
1161,3_post
1162,2_exploit
1163,2_exploit
1164,4_unknown
1165,2_exploit
1166,2_exploit
1167,3_post
1168,3_post
1169,3_post
1170,2_exploit
1171,4_unknown
1172,2_exploit
1173,3_post
1174,2_exploit
1175,3_post
1176,2_exploit
1177,3_post
1178,2_exploit
1179,2_exploit
1180,2_exploit
1181,3_post
1182,2_exploit
1183,3_post
1184,4_unknown
1185,3_post
1186,1_reconnaissance
1187,2_exploit
1188,2_exploit
1189,1_reconnaissance
1190,3_post
1191,2_exploit
1192,3_post
1193,4_unknown
1194,3_post
1195,1_reconnaissance
1196,2_exploit
1197,2_exploit
1198,4_unknown
1199,4_unknown
1200,3_post
1201,4_unknown
1202,2_exploit
1203,4_unknown
1204,3_post
1205,3_post
1206,2_exploit
1207,4_unknown
1208,2_exploit
1209,2_exploit
1210,2_exploit
1211,1_reconnaissance
1212,2_exploit
1213,4_unknown
1214,3_post
1215,3_post
1216,3_post
1217,2_exploit
1218,4_unknown
1219,3_post
1220,2_exploit
1221,3_post
1222,2_exploit
1223,3_post
1224,3_post
1225,4_unknown
1226,4_unknown
1227,2_exploit
1228,3_post
1229,2_exploit
1230,3_post
1231,3_post
1232,4_unknown
1233,2_exploit
1234,3_post
1235,3_post
1236,2_exploit
1237,2_exploit
1238,4_unknown
1239,2_exploit
1240,3_post
1241,3_post
1242,3_post
1243,3_post
1244,3_post
1245,2_exploit
1246,2_exploit
1247,1_reconnaissance
1248,2_exploit
1249,3_post
1250,3_post
1251,2_exploit
1252,3_post
1253,2_exploit
1254,1_reconnaissance
1255,2_exploit
1256,2_exploit
1257,2_exploit
1258,3_post
1259,2_exploit
1260,2_exploit
1261,2_exploit
1262,2_exploit
1263,4_unknown
1264,2_exploit
1265,4_unknown
1266,4_unknown
1267,3_post
1268,3_post
1269,2_exploit
1270,3_post
1271,3_post
1272,3_post
1273,3_post
1274,2_exploit
1275,1_reconnaissance
1276,3_post
1277,2_exploit
1278,3_post
1279,3_post
1280,3_post
1281,2_exploit
1282,3_post
1283,3_post
1284,3_post
1285,2_exploit
1286,2_exploit
1287,2_exploit
1288,2_exploit
1289,2_exploit
1290,2_exploit
1291,4_unknown
1292,3_post
1293,2_exploit
1294,1_reconnaissance
1295,3_post
1296,3_post
1297,3_post
1298,4_unknown
1299,2_exploit
1300,4_unknown
1301,2_exploit
1302,2_exploit
1303,3_post
1304,3_post
1305,2_exploit
1306,4_unknown
1307,3_post
1308,2_exploit
1309,2_exploit
1310,2_exploit
1311,2_exploit
1312,3_post
1313,1_reconnaissance
1314,2_exploit
1315,4_unknown
1316,3_post
1317,1_reconnaissance
1318,4_unknown
1319,3_post
1320,4_unknown
1321,4_unknown
1322,3_post
1323,4_unknown
1324,3_post
1325,3_post
1326,3_post
1327,2_exploit
1328,3_post
1329,1_reconnaissance
1330,3_post
1331,4_unknown
1332,2_exploit
1333,3_post
1334,3_post
1335,2_exploit
1336,4_unknown
1337,2_exploit
1338,2_exploit
1339,4_unknown
1340,4_unknown
1341,3_post
1342,4_unknown
1343,2_exploit
1344,2_exploit
1345,2_exploit
1346,2_exploit
1347,2_exploit
1348,2_exploit
1349,2_exploit
1350,3_post
1351,2_exploit
1352,3_post
1353,3_post
1354,2_exploit
1355,3_post
1356,1_reconnaissance
1357,2_exploit
1358,2_exploit
1359,2_exploit
1360,3_post
1361,4_unknown
1362,2_exploit
1363,4_unknown
1364,3_post
1365,2_exploit
1366,1_reconnaissance
1367,2_exploit
1368,2_exploit
1369,3_post
1370,2_exploit
1371,2_exploit
1372,4_unknown
1373,4_unknown
1374,2_exploit
1375,3_post
1376,1_reconnaissance
1377,1_reconnaissance
1378,3_post
1379,2_exploit
1380,4_unknown
1381,3_post
1382,3_post
1383,2_exploit
1384,4_unknown
1385,4_unknown
1386,3_post
1387,3_post
1388,3_post
1389,2_exploit
1390,3_post
1391,4_unknown
1392,2_exploit
1393,2_exploit
1394,3_post
1395,1_reconnaissance
1396,3_post
1397,2_exploit
1398,2_exploit
1399,3_post
1400,2_exploit
1401,2_exploit
1402,1_reconnaissance
1403,2_exploit
1404,4_unknown
1405,3_post
1406,3_post
1407,2_exploit
1408,3_post
1409,3_post
1410,4_unknown
1411,3_post
1412,3_post
1413,2_exploit
1414,2_exploit
1415,2_exploit
1416,2_exploit
1417,2_exploit
1418,3_post
1419,2_exploit
1420,3_post
1421,4_unknown
1422,2_exploit
1423,1_reconnaissance
1424,2_exploit
1425,2_exploit
1426,3_post
1427,2_exploit
1428,1_reconnaissance
1429,2_exploit
1430,1_reconnaissance
1431,2_exploit
1432,3_post
1433,3_post
1434,2_exploit
1435,2_exploit
1436,2_exploit
1437,2_exploit
1438,3_post
1439,2_exploit
1440,2_exploit
1441,2_exploit
1442,2_exploit
1443,2_exploit
1444,3_post
1445,4_unknown
1446,3_post
1447,3_post
1448,2_exploit
1449,3_post
1450,4_unknown
1451,3_post
1452,1_reconnaissance
1453,2_exploit
1454,4_unknown
1455,2_exploit
1456,2_exploit
1457,4_unknown
1458,3_post
1459,2_exploit
1460,3_post
1461,4_unknown
1462,2_exploit
1463,2_exploit
1464,2_exploit
1465,4_unknown
1466,4_unknown
1467,2_exploit
1468,2_exploit
1469,3_post
1470,4_unknown
1471,3_post
1472,4_unknown
1473,4_unknown
1474,1_reconnaissance
1475,4_unknown
1476,2_exploit
1477,3_post
1478,2_exploit
1479,2_exploit
1480,3_post
1481,4_unknown
1482,1_reconnaissance
1483,3_post
1484,3_post
1485,2_exploit
1486,4_unknown
1487,2_exploit
1488,1_reconnaissance
1489,3_post
1490,3_post
1491,2_exploit
1492,3_post
1493,2_exploit
1494,2_exploit
1495,4_unknown
1496,2_exploit
1497,2_exploit
1498,2_exploit
1499,2_exploit
1500,2_exploit
1501,2_exploit
1502,4_unknown
1503,4_unknown
1504,3_post
1505,3_post
1506,1_reconnaissance
1507,2_exploit
1508,2_exploit
1509,2_exploit
1510,2_exploit
1511,3_post
1512,4_unknown
1513,3_post
1514,4_unknown
1515,2_exploit
1516,3_post
1517,2_exploit
1518,3_post
1519,3_post
1520,2_exploit
1521,1_reconnaissance
1522,3_post
1523,3_post
1524,3_post
1525,2_exploit
1526,2_exploit
1527,3_post
1528,2_exploit
1529,2_exploit
1530,3_post
1531,2_exploit
1532,3_post
1533,3_post
1534,4_unknown
1535,4_unknown
1536,3_post
1537,2_exploit
1538,2_exploit
1539,3_post
1540,3_post
1541,3_post
1542,3_post
1543,2_exploit
1544,2_exploit
1545,1_reconnaissance
1546,4_unknown
1547,2_exploit
1548,3_post
1549,1_reconnaissance
1550,1_reconnaissance
1551,3_post
1552,3_post
1553,2_exploit
1554,3_post
1555,2_exploit
1556,2_exploit
1557,2_exploit
1558,2_exploit
1559,2_exploit
1560,2_exploit
1561,2_exploit
1562,4_unknown
1563,3_post
1564,2_exploit
1565,2_exploit
1566,3_post
1567,2_exploit
1568,2_exploit
1569,4_unknown
1570,3_post
1571,2_exploit
1572,3_post
1573,2_exploit
1574,2_exploit
1575,2_exploit
1576,2_exploit
1577,3_post
1578,3_post
1579,2_exploit
1580,3_post
1581,3_post
1582,3_post
1583,2_exploit
1584,2_exploit
1585,3_post
1586,3_post
1587,3_post
1588,3_post
1589,4_unknown
1590,1_reconnaissance
1591,2_exploit
1592,3_post
1593,1_reconnaissance
1594,3_post
1595,2_exploit
1596,2_exploit
1597,3_post
1598,4_unknown
1599,4_unknown
1600,2_exploit
1601,2_exploit
1602,2_exploit
1603,3_post
1604,2_exploit
1605,2_exploit
1606,2_exploit
1607,2_exploit
1608,2_exploit
1609,2_exploit
1610,2_exploit
1611,4_unknown
1612,3_post
1613,2_exploit
1614,2_exploit
1615,4_unknown
1616,3_post
1617,2_exploit
1618,3_post
1619,3_post
1620,1_reconnaissance
1621,4_unknown
1622,1_reconnaissance
1623,2_exploit
1624,4_unknown
1625,3_post
1626,1_reconnaissance
1627,3_post
1628,3_post
1629,4_unknown
1630,2_exploit
1631,3_post
1632,2_exploit
1633,2_exploit
1634,3_post
1635,2_exploit
1636,2_exploit
1637,3_post
1638,3_post
1639,1_reconnaissance
1640,4_unknown
1641,3_post
1642,2_exploit
1643,2_exploit
1644,2_exploit
1645,1_reconnaissance
1646,3_post
1647,2_exploit
1648,2_exploit
1649,2_exploit
1650,2_exploit
1651,2_exploit
1652,3_post
1653,2_exploit
1654,2_exploit
1655,3_post
1656,2_exploit
1657,3_post
1658,2_exploit
1659,2_exploit
1660,1_reconnaissance
1661,2_exploit
1662,3_post
1663,1_reconnaissance
1664,3_post
1665,2_exploit
1666,4_unknown
1667,3_post
1668,1_reconnaissance
1669,3_post
1670,4_unknown
1671,3_post
1672,3_post
1673,2_exploit
1674,2_exploit
1675,3_post
1676,4_unknown
1677,2_exploit
1678,4_unknown
1679,4_unknown
1680,2_exploit
1681,2_exploit
1682,3_post
1683,4_unknown
1684,2_exploit
1685,3_post
1686,2_exploit
1687,3_post
1688,3_post
1689,3_post
1690,3_post
1691,2_exploit
1692,4_unknown
1693,2_exploit
1694,2_exploit
1695,3_post
1696,2_exploit
1697,2_exploit
1698,3_post
1699,2_exploit
1700,4_unknown
1701,2_exploit
1702,2_exploit
1703,3_post
1704,4_unknown
1705,2_exploit
1706,3_post
1707,3_post
1708,2_exploit
1709,3_post
1710,2_exploit
1711,4_unknown
1712,2_exploit
1713,2_exploit
1714,2_exploit
1715,2_exploit
1716,4_unknown
1717,2_exploit
1718,3_post
1719,2_exploit
1720,1_reconnaissance
1721,2_exploit
1722,2_exploit
1723,3_post
1724,2_exploit
1725,2_exploit
1726,2_exploit
1727,1_reconnaissance
1728,4_unknown
1729,2_exploit
1730,4_unknown
1731,3_post
1732,2_exploit
1733,3_post
1734,2_exploit
1735,3_post
1736,4_unknown
1737,2_exploit
1738,3_post
1739,3_post
1740,4_unknown
1741,2_exploit
1742,4_unknown
1743,3_post
1744,3_post
1745,4_unknown
1746,3_post
1747,3_post
1748,2_exploit
1749,2_exploit
1750,2_exploit
