,id,class
158,158,2_exploit
159,159,2_exploit
160,160,2_exploit
161,161,2_exploit
162,162,3_post
163,163,3_post
164,164,4_unknown
165,165,3_post
166,166,2_exploit
167,167,4_unknown
168,168,2_exploit
169,169,3_post
170,170,3_post
171,171,2_exploit
172,172,2_exploit
173,173,3_post
174,174,3_post
175,175,2_exploit
176,176,3_post
177,177,4_unknown
178,178,4_unknown
179,179,4_unknown
180,180,3_post
181,181,2_exploit
182,182,2_exploit
183,183,1_reconnaissance
184,184,4_unknown
185,185,2_exploit
186,186,3_post
187,187,3_post
188,188,3_post
189,189,2_exploit
190,190,4_unknown
191,191,3_post
192,192,2_exploit
193,193,4_unknown
194,194,4_unknown
195,195,3_post
196,196,2_exploit
197,197,2_exploit
198,198,3_post
199,199,2_exploit
200,200,4_unknown
201,201,4_unknown
202,202,1_reconnaissance
203,203,4_unknown
204,204,2_exploit
205,205,3_post
206,206,3_post
207,207,4_unknown
208,208,2_exploit
209,209,1_reconnaissance
210,210,2_exploit
211,211,4_unknown
212,212,2_exploit
213,213,2_exploit
214,214,2_exploit
215,215,2_exploit
216,216,4_unknown
217,217,2_exploit
218,218,2_exploit
219,219,3_post
220,220,2_exploit
221,221,2_exploit
222,222,2_exploit
223,223,4_unknown
224,224,4_unknown
225,225,2_exploit
226,226,2_exploit
227,227,3_post
228,228,2_exploit
229,229,1_reconnaissance
230,230,2_exploit
231,231,2_exploit
232,232,3_post
233,233,1_reconnaissance
234,234,3_post
235,235,2_exploit
236,236,2_exploit
237,237,1_reconnaissance
238,238,2_exploit
239,239,4_unknown
240,240,2_exploit
241,241,4_unknown
242,242,4_unknown
243,243,1_reconnaissance
244,244,4_unknown
245,245,2_exploit
246,246,2_exploit
247,247,3_post
248,248,2_exploit
249,249,3_post
250,250,2_exploit
251,251,3_post
252,252,2_exploit
253,253,2_exploit
254,254,3_post
255,255,2_exploit
256,256,4_unknown
257,257,2_exploit
258,258,3_post
259,259,4_unknown
260,260,1_reconnaissance
261,261,2_exploit
262,262,2_exploit
263,263,2_exploit
264,264,3_post
265,265,4_unknown
266,266,2_exploit
267,267,4_unknown
268,268,1_reconnaissance
269,269,3_post
270,270,2_exploit
271,271,2_exploit
272,272,3_post
273,273,2_exploit
274,274,4_unknown
275,275,3_post
276,276,2_exploit
277,277,3_post
278,278,3_post
279,279,2_exploit
280,280,4_unknown
281,281,4_unknown
282,282,1_reconnaissance
283,283,3_post
284,284,3_post
285,285,4_unknown
286,286,2_exploit
287,287,3_post
288,288,2_exploit
289,289,4_unknown
290,290,2_exploit
291,291,4_unknown
292,292,1_reconnaissance
293,293,4_unknown
294,294,3_post
295,295,3_post
296,296,4_unknown
297,297,1_reconnaissance
298,298,2_exploit
299,299,2_exploit
300,300,3_post
301,301,1_reconnaissance
302,302,2_exploit
303,303,3_post
304,304,2_exploit
305,305,3_post
306,306,4_unknown
307,307,3_post
308,308,3_post
309,309,3_post
310,310,3_post
311,311,4_unknown
312,312,3_post
313,313,1_reconnaissance
314,314,3_post
315,315,2_exploit
316,316,3_post
317,317,2_exploit
318,318,1_reconnaissance
319,319,2_exploit
320,320,3_post
321,321,2_exploit
322,322,3_post
323,323,4_unknown
324,324,2_exploit
325,325,3_post
326,326,4_unknown
327,327,3_post
328,328,3_post
329,329,4_unknown
330,330,3_post
331,331,3_post
332,332,4_unknown
333,333,2_exploit
334,334,4_unknown
335,335,2_exploit
336,336,1_reconnaissance
337,337,2_exploit
338,338,1_reconnaissance
339,339,3_post
340,340,2_exploit
341,341,1_reconnaissance
342,342,4_unknown
343,343,2_exploit
344,344,4_unknown
345,345,3_post
346,346,2_exploit
347,347,3_post
348,348,2_exploit
349,349,2_exploit
350,350,4_unknown
351,351,3_post
352,352,2_exploit
353,353,3_post
354,354,4_unknown
355,355,1_reconnaissance
356,356,2_exploit
357,357,4_unknown
358,358,2_exploit
359,359,3_post
360,360,2_exploit
361,361,2_exploit
362,362,2_exploit
363,363,4_unknown
364,364,2_exploit
365,365,3_post
366,366,2_exploit
367,367,2_exploit
368,368,4_unknown
369,369,2_exploit
370,370,3_post
371,371,2_exploit
372,372,2_exploit
373,373,2_exploit
374,374,4_unknown
375,375,2_exploit
376,376,3_post
377,377,3_post
378,378,3_post
379,379,2_exploit
380,380,3_post
381,381,2_exploit
382,382,2_exploit
383,383,3_post
384,384,2_exploit
385,385,3_post
386,386,4_unknown
387,387,4_unknown
388,388,1_reconnaissance
389,389,2_exploit
390,390,4_unknown
391,391,1_reconnaissance
392,392,4_unknown
393,393,4_unknown
394,394,1_reconnaissance
395,395,3_post
396,396,3_post
397,397,3_post
398,398,3_post
399,399,4_unknown
400,400,1_reconnaissance
401,401,2_exploit
402,402,2_exploit
403,403,4_unknown
404,404,4_unknown
405,405,2_exploit
406,406,4_unknown
407,407,1_reconnaissance
408,408,3_post
409,409,2_exploit
410,410,2_exploit
411,411,2_exploit
412,412,2_exploit
413,413,2_exploit
414,414,2_exploit
415,415,2_exploit
416,416,3_post
417,417,2_exploit
418,418,2_exploit
419,419,2_exploit
420,420,2_exploit
421,421,2_exploit
422,422,3_post
423,423,3_post
424,424,2_exploit
425,425,2_exploit
426,426,2_exploit
427,427,2_exploit
428,428,4_unknown
429,429,3_post
430,430,2_exploit
431,431,3_post
432,432,3_post
433,433,2_exploit
434,434,2_exploit
435,435,2_exploit
436,436,3_post
437,437,3_post
438,438,2_exploit
439,439,2_exploit
440,440,2_exploit
441,441,2_exploit
442,442,3_post
443,443,3_post
444,444,2_exploit
445,445,2_exploit
446,446,2_exploit
447,447,3_post
448,448,4_unknown
449,449,2_exploit
450,450,3_post
451,451,4_unknown
452,452,3_post
453,453,3_post
454,454,4_unknown
455,455,1_reconnaissance
456,456,2_exploit
457,457,2_exploit
458,458,3_post
459,459,1_reconnaissance
460,460,3_post
461,461,3_post
462,462,4_unknown
463,463,2_exploit
464,464,4_unknown
465,465,2_exploit
466,466,2_exploit
467,467,3_post
468,468,2_exploit
469,469,2_exploit
470,470,3_post
471,471,2_exploit
472,472,2_exploit
473,473,3_post
474,474,3_post
475,475,2_exploit
476,476,2_exploit
477,477,2_exploit
478,478,2_exploit
479,479,2_exploit
480,480,4_unknown
481,481,3_post
482,482,3_post
483,483,2_exploit
484,484,3_post
485,485,3_post
486,486,2_exploit
487,487,4_unknown
488,488,2_exploit
489,489,3_post
490,490,1_reconnaissance
491,491,2_exploit
492,492,3_post
493,493,4_unknown
494,494,3_post
495,495,2_exploit
496,496,3_post
497,497,2_exploit
498,498,3_post
499,499,3_post
500,500,2_exploit
501,501,2_exploit
502,502,3_post
503,503,3_post
504,504,1_reconnaissance
505,505,3_post
506,506,3_post
507,507,3_post
508,508,3_post
509,509,2_exploit
510,510,3_post
511,511,3_post
512,512,3_post
513,513,3_post
514,514,2_exploit
515,515,2_exploit
516,516,2_exploit
517,517,4_unknown
518,518,2_exploit
519,519,2_exploit
520,520,3_post
521,521,1_reconnaissance
522,522,2_exploit
523,523,2_exploit
524,524,3_post
525,525,2_exploit
526,526,3_post
527,527,3_post
528,528,4_unknown
529,529,4_unknown
530,530,3_post
531,531,3_post
532,532,2_exploit
533,533,3_post
534,534,3_post
535,535,2_exploit
536,536,2_exploit
537,537,2_exploit
538,538,2_exploit
539,539,2_exploit
540,540,2_exploit
541,541,3_post
542,542,2_exploit
543,543,3_post
544,544,3_post
545,545,3_post
546,546,2_exploit
547,547,3_post
548,548,4_unknown
549,549,2_exploit
550,550,2_exploit
551,551,2_exploit
552,552,4_unknown
553,553,2_exploit
554,554,2_exploit
555,555,3_post
556,556,4_unknown
557,557,3_post
558,558,4_unknown
559,559,3_post
560,560,3_post
561,561,3_post
562,562,2_exploit
563,563,2_exploit
564,564,1_reconnaissance
565,565,3_post
566,566,2_exploit
567,567,3_post
568,568,3_post
569,569,4_unknown
570,570,2_exploit
571,571,2_exploit
572,572,2_exploit
573,573,4_unknown
574,574,4_unknown
575,575,4_unknown
576,576,3_post
577,577,2_exploit
578,578,2_exploit
579,579,4_unknown
580,580,2_exploit
581,581,3_post
582,582,2_exploit
583,583,1_reconnaissance
584,584,2_exploit
585,585,1_reconnaissance
586,586,2_exploit
587,587,4_unknown
588,588,4_unknown
589,589,4_unknown
590,590,2_exploit
591,591,4_unknown
592,592,2_exploit
593,593,1_reconnaissance
594,594,1_reconnaissance
595,595,2_exploit
596,596,4_unknown
597,597,3_post
598,598,1_reconnaissance
599,599,2_exploit
600,600,3_post
601,601,4_unknown
602,602,3_post
603,603,2_exploit
604,604,2_exploit
605,605,2_exploit
606,606,2_exploit
607,607,3_post
608,608,3_post
609,609,4_unknown
610,610,3_post
611,611,3_post
612,612,4_unknown
613,613,3_post
614,614,2_exploit
615,615,2_exploit
616,616,2_exploit
617,617,2_exploit
618,618,3_post
619,619,4_unknown
620,620,2_exploit
621,621,3_post
622,622,2_exploit
623,623,3_post
624,624,2_exploit
625,625,2_exploit
626,626,4_unknown
627,627,2_exploit
628,628,4_unknown
629,629,3_post
630,630,2_exploit
631,631,2_exploit
632,632,3_post
633,633,2_exploit
634,634,1_reconnaissance
635,635,3_post
636,636,2_exploit
637,637,2_exploit
638,638,3_post
639,639,3_post
640,640,3_post
641,641,3_post
642,642,4_unknown
643,643,2_exploit
644,644,1_reconnaissance
645,645,4_unknown
646,646,2_exploit
647,647,1_reconnaissance
648,648,3_post
649,649,2_exploit
650,650,1_reconnaissance
651,651,4_unknown
652,652,2_exploit
653,653,3_post
654,654,4_unknown
655,655,3_post
656,656,3_post
657,657,2_exploit
658,658,4_unknown
659,659,2_exploit
660,660,2_exploit
661,661,3_post
662,662,2_exploit
663,663,3_post
664,664,3_post
665,665,2_exploit
666,666,4_unknown
667,667,3_post
668,668,2_exploit
669,669,2_exploit
670,670,3_post
671,671,2_exploit
672,672,3_post
673,673,2_exploit
674,674,3_post
675,675,4_unknown
676,676,2_exploit
677,677,4_unknown
678,678,3_post
679,679,2_exploit
680,680,3_post
681,681,4_unknown
682,682,3_post
683,683,3_post
684,684,2_exploit
685,685,3_post
686,686,3_post
687,687,2_exploit
688,688,3_post
689,689,2_exploit
690,690,1_reconnaissance
691,691,3_post
692,692,3_post
693,693,2_exploit
694,694,2_exploit
695,695,3_post
696,696,2_exploit
697,697,3_post
698,698,3_post
699,699,3_post
700,700,2_exploit
701,701,3_post
702,702,2_exploit
703,703,4_unknown
704,704,4_unknown
705,705,3_post
706,706,3_post
707,707,3_post
708,708,2_exploit
709,709,3_post
710,710,2_exploit
711,711,4_unknown
712,712,2_exploit
713,713,2_exploit
714,714,2_exploit
715,715,3_post
716,716,3_post
717,717,2_exploit
718,718,3_post
719,719,3_post
720,720,2_exploit
721,721,2_exploit
722,722,2_exploit
723,723,4_unknown
724,724,3_post
725,725,2_exploit
726,726,3_post
727,727,3_post
728,728,2_exploit
729,729,1_reconnaissance
730,730,4_unknown
731,731,4_unknown
732,732,2_exploit
733,733,2_exploit
734,734,1_reconnaissance
735,735,2_exploit
736,736,3_post
737,737,2_exploit
738,738,3_post
739,739,1_reconnaissance
740,740,4_unknown
741,741,2_exploit
742,742,2_exploit
743,743,1_reconnaissance
744,744,1_reconnaissance
745,745,2_exploit
746,746,2_exploit
747,747,2_exploit
748,748,4_unknown
749,749,2_exploit
750,750,3_post
751,751,1_reconnaissance
752,752,3_post
753,753,2_exploit
754,754,3_post
755,755,3_post
756,756,4_unknown
757,757,3_post
758,758,2_exploit
759,759,3_post
760,760,2_exploit
761,761,2_exploit
762,762,2_exploit
763,763,3_post
764,764,1_reconnaissance
765,765,3_post
766,766,2_exploit
767,767,2_exploit
768,768,3_post
769,769,3_post
770,770,3_post
771,771,4_unknown
772,772,3_post
773,773,3_post
774,774,3_post
775,775,3_post
776,776,3_post
777,777,2_exploit
778,778,1_reconnaissance
779,779,4_unknown
780,780,3_post
781,781,3_post
782,782,2_exploit
783,783,3_post
784,784,2_exploit
785,785,3_post
786,786,3_post
787,787,2_exploit
788,788,3_post
789,789,2_exploit
790,790,1_reconnaissance
791,791,4_unknown
792,792,3_post
793,793,2_exploit
794,794,3_post
795,795,3_post
796,796,1_reconnaissance
797,797,4_unknown
798,798,2_exploit
799,799,1_reconnaissance
800,800,2_exploit
801,801,4_unknown
802,802,3_post
803,803,2_exploit
804,804,2_exploit
805,805,2_exploit
806,806,2_exploit
807,807,2_exploit
808,808,2_exploit
809,809,4_unknown
810,810,3_post
811,811,3_post
812,812,2_exploit
813,813,3_post
814,814,2_exploit
815,815,2_exploit
816,816,2_exploit
817,817,2_exploit
818,818,1_reconnaissance
819,819,3_post
820,820,3_post
821,821,2_exploit
822,822,3_post
823,823,2_exploit
824,824,2_exploit
825,825,3_post
826,826,3_post
827,827,3_post
828,828,3_post
829,829,2_exploit
830,830,2_exploit
831,831,3_post
832,832,3_post
833,833,3_post
834,834,2_exploit
835,835,3_post
836,836,2_exploit
837,837,2_exploit
838,838,3_post
839,839,3_post
840,840,3_post
841,841,3_post
842,842,4_unknown
843,843,4_unknown
844,844,1_reconnaissance
845,845,4_unknown
846,846,1_reconnaissance
847,847,2_exploit
848,848,1_reconnaissance
849,849,2_exploit
850,850,3_post
851,851,3_post
852,852,4_unknown
853,853,3_post
854,854,2_exploit
855,855,2_exploit
856,856,2_exploit
857,857,3_post
858,858,1_reconnaissance
859,859,2_exploit
860,860,3_post
861,861,4_unknown
862,862,3_post
863,863,3_post
864,864,2_exploit
865,865,3_post
866,866,4_unknown
867,867,4_unknown
868,868,4_unknown
869,869,4_unknown
870,870,4_unknown
871,871,1_reconnaissance
872,872,3_post
873,873,2_exploit
874,874,2_exploit
875,875,1_reconnaissance
876,876,4_unknown
877,877,2_exploit
878,878,3_post
879,879,3_post
880,880,1_reconnaissance
881,881,3_post
882,882,4_unknown
883,883,4_unknown
884,884,2_exploit
885,885,3_post
886,886,1_reconnaissance
887,887,3_post
888,888,2_exploit
889,889,4_unknown
890,890,2_exploit
891,891,2_exploit
892,892,2_exploit
893,893,2_exploit
894,894,2_exploit
895,895,2_exploit
896,896,3_post
897,897,2_exploit
898,898,2_exploit
899,899,2_exploit
900,900,3_post
901,901,3_post
902,902,4_unknown
903,903,2_exploit
904,904,3_post
905,905,2_exploit
906,906,3_post
907,907,3_post
908,908,2_exploit
909,909,2_exploit
910,910,4_unknown
911,911,3_post
912,912,4_unknown
913,913,4_unknown
914,914,3_post
915,915,4_unknown
916,916,4_unknown
917,917,2_exploit
918,918,3_post
919,919,4_unknown
920,920,3_post
921,921,3_post
922,922,3_post
923,923,4_unknown
924,924,3_post
925,925,2_exploit
926,926,3_post
927,927,2_exploit
928,928,4_unknown
929,929,2_exploit
930,930,4_unknown
931,931,3_post
932,932,2_exploit
933,933,3_post
934,934,2_exploit
935,935,2_exploit
936,936,3_post
937,937,3_post
938,938,3_post
939,939,3_post
940,940,4_unknown
941,941,1_reconnaissance
942,942,1_reconnaissance
943,943,3_post
944,944,4_unknown
945,945,2_exploit
946,946,2_exploit
947,947,1_reconnaissance
948,948,4_unknown
949,949,4_unknown
950,950,2_exploit
951,951,3_post
952,952,3_post
953,953,2_exploit
954,954,2_exploit
955,955,2_exploit
956,956,3_post
957,957,2_exploit
958,958,1_reconnaissance
959,959,4_unknown
960,960,3_post
961,961,2_exploit
962,962,3_post
963,963,2_exploit
964,964,2_exploit
965,965,2_exploit
966,966,1_reconnaissance
967,967,4_unknown
968,968,2_exploit
969,969,2_exploit
970,970,2_exploit
971,971,3_post
972,972,2_exploit
973,973,2_exploit
974,974,1_reconnaissance
975,975,1_reconnaissance
976,976,3_post
977,977,2_exploit
978,978,4_unknown
979,979,3_post
980,980,2_exploit
981,981,4_unknown
982,982,2_exploit
983,983,3_post
984,984,4_unknown
985,985,3_post
986,986,2_exploit
987,987,1_reconnaissance
988,988,3_post
989,989,2_exploit
990,990,2_exploit
991,991,2_exploit
992,992,2_exploit
993,993,2_exploit
994,994,2_exploit
995,995,2_exploit
996,996,3_post
997,997,2_exploit
998,998,2_exploit
999,999,3_post
1000,1000,2_exploit
1001,1001,3_post
1002,1002,2_exploit
1003,1003,2_exploit
1004,1004,4_unknown
1005,1005,2_exploit
1006,1006,4_unknown
1007,1007,4_unknown
1008,1008,2_exploit
1009,1009,3_post
1010,1010,4_unknown
1011,1011,4_unknown
1012,1012,2_exploit
1013,1013,2_exploit
1014,1014,4_unknown
1015,1015,2_exploit
1016,1016,4_unknown
1017,1017,2_exploit
1018,1018,4_unknown
1019,1019,3_post
1020,1020,3_post
1021,1021,4_unknown
1022,1022,3_post
1023,1023,4_unknown
1024,1024,2_exploit
1025,1025,2_exploit
1026,1026,1_reconnaissance
1027,1027,4_unknown
1028,1028,1_reconnaissance
1029,1029,3_post
1030,1030,2_exploit
1031,1031,4_unknown
1032,1032,3_post
1033,1033,2_exploit
1034,1034,2_exploit
1035,1035,2_exploit
1036,1036,4_unknown
1037,1037,3_post
1038,1038,3_post
1039,1039,1_reconnaissance
1040,1040,4_unknown
1041,1041,2_exploit
1042,1042,3_post
1043,1043,3_post
1044,1044,2_exploit
1045,1045,4_unknown
1046,1046,2_exploit
1047,1047,2_exploit
1048,1048,3_post
1049,1049,2_exploit
1050,1050,2_exploit
1051,1051,4_unknown
1052,1052,4_unknown
1053,1053,3_post
1054,1054,2_exploit
1055,1055,2_exploit
1056,1056,3_post
1057,1057,2_exploit
1058,1058,3_post
1059,1059,1_reconnaissance
1060,1060,2_exploit
1061,1061,3_post
1062,1062,2_exploit
1063,1063,2_exploit
1064,1064,3_post
1065,1065,3_post
1066,1066,2_exploit
1067,1067,2_exploit
1068,1068,2_exploit
1069,1069,3_post
1070,1070,2_exploit
1071,1071,2_exploit
1072,1072,4_unknown
1073,1073,3_post
1074,1074,3_post
1075,1075,2_exploit
1076,1076,3_post
1077,1077,3_post
1078,1078,2_exploit
1079,1079,1_reconnaissance
1080,1080,2_exploit
1081,1081,2_exploit
1082,1082,3_post
1083,1083,3_post
1084,1084,4_unknown
1085,1085,2_exploit
1086,1086,3_post
1087,1087,3_post
1088,1088,4_unknown
1089,1089,3_post
1090,1090,1_reconnaissance
1091,1091,2_exploit
1092,1092,2_exploit
1093,1093,3_post
1094,1094,3_post
1095,1095,4_unknown
1096,1096,4_unknown
1097,1097,2_exploit
1098,1098,3_post
1099,1099,2_exploit
1100,1100,4_unknown
1101,1101,3_post
1102,1102,2_exploit
1103,1103,4_unknown
1104,1104,4_unknown
1105,1105,2_exploit
1106,1106,2_exploit
1107,1107,2_exploit
1108,1108,3_post
1109,1109,2_exploit
1110,1110,2_exploit
1111,1111,3_post
1112,1112,3_post
1113,1113,4_unknown
1114,1114,4_unknown
1115,1115,3_post
1116,1116,3_post
1117,1117,2_exploit
1118,1118,3_post
1119,1119,4_unknown
1120,1120,3_post
1121,1121,4_unknown
1122,1122,3_post
1123,1123,2_exploit
1124,1124,4_unknown
1125,1125,4_unknown
1126,1126,2_exploit
1127,1127,2_exploit
1128,1128,2_exploit
1129,1129,4_unknown
1130,1130,2_exploit
1131,1131,3_post
1132,1132,2_exploit
1133,1133,3_post
1134,1134,1_reconnaissance
1135,1135,3_post
1136,1136,3_post
1137,1137,4_unknown
1138,1138,2_exploit
1139,1139,2_exploit
1140,1140,3_post
1141,1141,2_exploit
1142,1142,2_exploit
1143,1143,3_post
1144,1144,3_post
1145,1145,2_exploit
1146,1146,3_post
1147,1147,3_post
1148,1148,2_exploit
1149,1149,2_exploit
1150,1150,3_post
1151,1151,2_exploit
1152,1152,1_reconnaissance
1153,1153,3_post
1154,1154,1_reconnaissance
1155,1155,3_post
1156,1156,3_post
1157,1157,3_post
1158,1158,2_exploit
1159,1159,3_post
1160,1160,2_exploit
1161,1161,3_post
1162,1162,2_exploit
1163,1163,2_exploit
1164,1164,4_unknown
1165,1165,2_exploit
1166,1166,2_exploit
1167,1167,3_post
1168,1168,3_post
1169,1169,3_post
1170,1170,2_exploit
1171,1171,4_unknown
1172,1172,2_exploit
1173,1173,3_post
1174,1174,2_exploit
1175,1175,3_post
1176,1176,2_exploit
1177,1177,3_post
1178,1178,2_exploit
1179,1179,2_exploit
1180,1180,2_exploit
1181,1181,3_post
1182,1182,2_exploit
1183,1183,3_post
1184,1184,4_unknown
1185,1185,3_post
1186,1186,1_reconnaissance
1187,1187,2_exploit
1188,1188,2_exploit
1189,1189,1_reconnaissance
1190,1190,3_post
1191,1191,2_exploit
1192,1192,3_post
1193,1193,4_unknown
1194,1194,3_post
1195,1195,1_reconnaissance
1196,1196,2_exploit
1197,1197,2_exploit
1198,1198,4_unknown
1199,1199,4_unknown
1200,1200,3_post
1201,1201,4_unknown
1202,1202,2_exploit
1203,1203,4_unknown
1204,1204,3_post
1205,1205,3_post
1206,1206,2_exploit
1207,1207,4_unknown
1208,1208,2_exploit
1209,1209,2_exploit
1210,1210,2_exploit
1211,1211,1_reconnaissance
1212,1212,2_exploit
1213,1213,4_unknown
1214,1214,3_post
1215,1215,3_post
1216,1216,3_post
1217,1217,2_exploit
1218,1218,4_unknown
1219,1219,3_post
1220,1220,2_exploit
1221,1221,3_post
1222,1222,2_exploit
1223,1223,3_post
1224,1224,3_post
1225,1225,4_unknown
1226,1226,4_unknown
1227,1227,2_exploit
1228,1228,3_post
1229,1229,2_exploit
1230,1230,3_post
1231,1231,3_post
1232,1232,4_unknown
1233,1233,2_exploit
1234,1234,3_post
1235,1235,3_post
1236,1236,2_exploit
1237,1237,2_exploit
1238,1238,4_unknown
1239,1239,2_exploit
1240,1240,3_post
1241,1241,3_post
1242,1242,3_post
1243,1243,3_post
1244,1244,3_post
1245,1245,2_exploit
1246,1246,2_exploit
1247,1247,1_reconnaissance
1248,1248,2_exploit
1249,1249,3_post
1250,1250,3_post
1251,1251,2_exploit
1252,1252,3_post
1253,1253,2_exploit
1254,1254,1_reconnaissance
1255,1255,2_exploit
1256,1256,2_exploit
1257,1257,2_exploit
1258,1258,3_post
1259,1259,2_exploit
1260,1260,2_exploit
1261,1261,2_exploit
1262,1262,2_exploit
1263,1263,4_unknown
1264,1264,2_exploit
1265,1265,4_unknown
1266,1266,4_unknown
1267,1267,3_post
1268,1268,3_post
1269,1269,2_exploit
1270,1270,3_post
1271,1271,3_post
1272,1272,3_post
1273,1273,3_post
1274,1274,2_exploit
1275,1275,1_reconnaissance
1276,1276,3_post
1277,1277,2_exploit
1278,1278,3_post
1279,1279,3_post
1280,1280,3_post
1281,1281,2_exploit
1282,1282,3_post
1283,1283,3_post
1284,1284,3_post
1285,1285,2_exploit
1286,1286,2_exploit
1287,1287,1_reconnaissance
1288,1288,2_exploit
1289,1289,2_exploit
1290,1290,2_exploit
1291,1291,4_unknown
1292,1292,3_post
1293,1293,2_exploit
1294,1294,1_reconnaissance
1295,1295,3_post
1296,1296,3_post
1297,1297,3_post
1298,1298,4_unknown
1299,1299,2_exploit
1300,1300,4_unknown
1301,1301,2_exploit
1302,1302,2_exploit
1303,1303,3_post
1304,1304,3_post
1305,1305,2_exploit
1306,1306,4_unknown
1307,1307,3_post
1308,1308,2_exploit
1309,1309,2_exploit
1310,1310,2_exploit
1311,1311,2_exploit
1312,1312,3_post
1313,1313,1_reconnaissance
1314,1314,2_exploit
1315,1315,4_unknown
1316,1316,3_post
1317,1317,1_reconnaissance
1318,1318,4_unknown
1319,1319,3_post
1320,1320,4_unknown
1321,1321,4_unknown
1322,1322,3_post
1323,1323,4_unknown
1324,1324,3_post
1325,1325,3_post
1326,1326,3_post
1327,1327,2_exploit
1328,1328,3_post
1329,1329,1_reconnaissance
1330,1330,3_post
1331,1331,4_unknown
1332,1332,2_exploit
1333,1333,3_post
1334,1334,3_post
1335,1335,2_exploit
1336,1336,4_unknown
1337,1337,2_exploit
1338,1338,2_exploit
1339,1339,4_unknown
1340,1340,4_unknown
1341,1341,3_post
1342,1342,4_unknown
1343,1343,2_exploit
1344,1344,2_exploit
1345,1345,2_exploit
1346,1346,2_exploit
1347,1347,2_exploit
1348,1348,2_exploit
1349,1349,2_exploit
1350,1350,3_post
1351,1351,2_exploit
1352,1352,3_post
1353,1353,3_post
1354,1354,2_exploit
1355,1355,3_post
1356,1356,1_reconnaissance
1357,1357,2_exploit
1358,1358,2_exploit
1359,1359,2_exploit
1360,1360,3_post
1361,1361,4_unknown
1362,1362,2_exploit
1363,1363,4_unknown
1364,1364,3_post
1365,1365,2_exploit
1366,1366,1_reconnaissance
1367,1367,2_exploit
1368,1368,2_exploit
1369,1369,3_post
1370,1370,2_exploit
1371,1371,2_exploit
1372,1372,4_unknown
1373,1373,4_unknown
1374,1374,2_exploit
1375,1375,3_post
1376,1376,1_reconnaissance
1377,1377,1_reconnaissance
1378,1378,3_post
1379,1379,2_exploit
1380,1380,4_unknown
1381,1381,3_post
1382,1382,3_post
