id,class
231,4_unknown
232,2_exploit
233,3_post
234,2_exploit
235,2_exploit
236,4_unknown
237,4_unknown
238,3_post
239,4_unknown
240,4_unknown
241,3_post
242,3_post
243,4_unknown
244,3_post
245,4_unknown
246,3_post
247,2_exploit
248,4_unknown
249,4_unknown
250,2_exploit
251,4_unknown
252,1_reconnaissance
253,4_unknown
254,2_exploit
255,2_exploit
256,3_post
257,2_exploit
258,2_exploit
259,2_exploit
260,2_exploit
261,3_post
262,4_unknown
263,2_exploit
264,4_unknown
265,3_post
266,3_post
267,2_exploit
268,4_unknown
269,3_post
270,3_post
271,2_exploit
272,1_reconnaissance
273,2_exploit
274,2_exploit
275,2_exploit
276,2_exploit
277,3_post
278,1_reconnaissance
279,2_exploit
280,2_exploit
281,3_post
282,3_post
283,1_reconnaissance
284,4_unknown
285,4_unknown
286,2_exploit
287,3_post
288,4_unknown
289,1_reconnaissance
290,3_post
291,4_unknown
292,3_post
293,4_unknown
294,4_unknown
295,4_unknown
296,3_post
297,4_unknown
298,2_exploit
299,2_exploit
300,2_exploit
301,2_exploit
302,2_exploit
303,3_post
304,4_unknown
305,2_exploit
306,1_reconnaissance
307,4_unknown
308,2_exploit
309,4_unknown
310,2_exploit
311,3_post
312,3_post
313,4_unknown
314,2_exploit
315,4_unknown
316,4_unknown
317,4_unknown
318,4_unknown
319,2_exploit
320,4_unknown
321,4_unknown
322,2_exploit
323,3_post
324,4_unknown
325,2_exploit
326,4_unknown
327,2_exploit
328,4_unknown
329,4_unknown
330,4_unknown
331,3_post
332,2_exploit
333,3_post
334,2_exploit
335,2_exploit
336,4_unknown
337,4_unknown
338,2_exploit
339,4_unknown
340,2_exploit
341,1_reconnaissance
342,4_unknown
343,4_unknown
344,3_post
345,3_post
346,2_exploit
347,2_exploit
348,1_reconnaissance
349,1_reconnaissance
350,1_reconnaissance
351,2_exploit
352,3_post
353,3_post
354,2_exploit
355,2_exploit
356,4_unknown
357,3_post
358,4_unknown
359,3_post
360,4_unknown
361,4_unknown
362,4_unknown
363,2_exploit
364,4_unknown
365,3_post
366,4_unknown
367,4_unknown
368,4_unknown
369,3_post
370,3_post
371,3_post
372,3_post
373,4_unknown
374,2_exploit
375,2_exploit
376,3_post
377,2_exploit
378,4_unknown
379,2_exploit
380,4_unknown
381,3_post
382,2_exploit
383,3_post
384,4_unknown
385,2_exploit
386,2_exploit
387,4_unknown
388,3_post
389,2_exploit
390,2_exploit
391,2_exploit
392,4_unknown
393,2_exploit
394,4_unknown
395,4_unknown
396,4_unknown
397,3_post
398,2_exploit
399,1_reconnaissance
400,1_reconnaissance
401,2_exploit
402,2_exploit
403,3_post
404,4_unknown
405,3_post
406,4_unknown
407,4_unknown
408,4_unknown
409,2_exploit
410,4_unknown
411,2_exploit
412,4_unknown
413,4_unknown
414,4_unknown
415,2_exploit
416,2_exploit
417,2_exploit
418,4_unknown
419,4_unknown
420,3_post
421,4_unknown
422,2_exploit
423,3_post
424,2_exploit
425,4_unknown
426,2_exploit
427,4_unknown
428,3_post
429,2_exploit
430,2_exploit
431,4_unknown
432,2_exploit
433,3_post
434,2_exploit
435,4_unknown
436,2_exploit
437,3_post
438,2_exploit
439,4_unknown
440,3_post
441,4_unknown
442,2_exploit
443,4_unknown
444,3_post
445,2_exploit
446,3_post
447,4_unknown
448,4_unknown
449,4_unknown
450,1_reconnaissance
451,4_unknown
452,2_exploit
453,2_exploit
454,3_post
455,2_exploit
456,4_unknown
457,4_unknown
458,2_exploit
459,2_exploit
460,2_exploit
461,4_unknown
462,2_exploit
463,4_unknown
464,2_exploit
465,3_post
466,4_unknown
467,2_exploit
468,2_exploit
469,4_unknown
470,3_post
471,2_exploit
472,4_unknown
473,4_unknown
474,2_exploit
475,4_unknown
476,2_exploit
477,4_unknown
478,4_unknown
479,4_unknown
480,4_unknown
481,3_post
482,3_post
483,2_exploit
484,2_exploit
485,2_exploit
486,4_unknown
487,4_unknown
488,4_unknown
489,4_unknown
490,2_exploit
491,2_exploit
492,3_post
493,2_exploit
494,4_unknown
495,3_post
496,2_exploit
497,4_unknown
498,2_exploit
499,4_unknown
500,3_post
501,4_unknown
502,2_exploit
503,4_unknown
504,4_unknown
505,2_exploit
506,2_exploit
507,2_exploit
508,2_exploit
509,4_unknown
510,2_exploit
511,4_unknown
512,2_exploit
513,3_post
514,4_unknown
515,3_post
516,3_post
517,2_exploit
518,4_unknown
519,2_exploit
520,4_unknown
521,3_post
522,3_post
523,2_exploit
524,2_exploit
525,3_post
526,3_post
527,2_exploit
528,2_exploit
529,4_unknown
530,2_exploit
531,3_post
532,3_post
533,2_exploit
534,4_unknown
535,2_exploit
536,3_post
537,2_exploit
538,2_exploit
539,4_unknown
540,3_post
541,2_exploit
542,4_unknown
543,4_unknown
544,1_reconnaissance
545,2_exploit
546,3_post
547,2_exploit
548,2_exploit
549,4_unknown
550,2_exploit
551,2_exploit
552,4_unknown
553,2_exploit
554,2_exploit
555,2_exploit
556,2_exploit
557,3_post
558,4_unknown
559,4_unknown
560,3_post
561,2_exploit
562,3_post
563,3_post
564,2_exploit
565,4_unknown
566,4_unknown
567,4_unknown
568,3_post
569,2_exploit
570,2_exploit
571,3_post
572,4_unknown
573,2_exploit
574,4_unknown
575,3_post
576,2_exploit
577,3_post
578,2_exploit
579,4_unknown
580,4_unknown
581,3_post
582,2_exploit
583,3_post
584,4_unknown
585,3_post
586,2_exploit
587,3_post
588,2_exploit
589,2_exploit
590,4_unknown
591,2_exploit
592,2_exploit
593,4_unknown
594,2_exploit
595,3_post
596,4_unknown
597,4_unknown
598,2_exploit
599,4_unknown
600,2_exploit
601,3_post
602,2_exploit
603,4_unknown
604,2_exploit
605,2_exploit
606,3_post
607,3_post
608,2_exploit
609,2_exploit
610,2_exploit
611,4_unknown
612,4_unknown
613,4_unknown
614,3_post
615,4_unknown
616,3_post
617,3_post
618,3_post
619,2_exploit
620,2_exploit
621,4_unknown
622,2_exploit
623,3_post
624,2_exploit
625,2_exploit
626,2_exploit
627,2_exploit
628,3_post
629,3_post
630,4_unknown
631,2_exploit
632,4_unknown
633,2_exploit
634,4_unknown
635,3_post
636,3_post
637,2_exploit
638,4_unknown
639,4_unknown
640,2_exploit
641,3_post
642,2_exploit
643,4_unknown
644,2_exploit
645,2_exploit
646,3_post
647,2_exploit
648,3_post
649,4_unknown
650,2_exploit
651,2_exploit
652,2_exploit
653,3_post
654,4_unknown
655,2_exploit
656,4_unknown
657,4_unknown
658,4_unknown
659,3_post
660,4_unknown
661,3_post
662,3_post
663,3_post
664,3_post
665,2_exploit
666,3_post
667,2_exploit
668,2_exploit
669,3_post
670,3_post
671,4_unknown
672,4_unknown
673,2_exploit
674,4_unknown
675,3_post
676,4_unknown
677,4_unknown
678,2_exploit
679,1_reconnaissance
680,2_exploit
681,4_unknown
682,2_exploit
683,2_exploit
684,3_post
685,4_unknown
686,4_unknown
687,2_exploit
688,4_unknown
689,2_exploit
690,2_exploit
691,2_exploit
692,2_exploit
693,1_reconnaissance
694,3_post
695,2_exploit
696,4_unknown
697,4_unknown
698,3_post
699,3_post
700,4_unknown
701,4_unknown
702,4_unknown
703,2_exploit
704,2_exploit
705,2_exploit
706,3_post
707,2_exploit
708,2_exploit
709,3_post
710,2_exploit
711,4_unknown
712,4_unknown
713,3_post
714,3_post
715,4_unknown
716,2_exploit
717,3_post
718,3_post
719,3_post
720,4_unknown
721,2_exploit
722,3_post
723,3_post
724,3_post
725,2_exploit
726,4_unknown
727,4_unknown
728,4_unknown
729,2_exploit
730,2_exploit
731,2_exploit
732,4_unknown
733,4_unknown
734,2_exploit
735,2_exploit
736,4_unknown
737,2_exploit
738,2_exploit
739,2_exploit
740,3_post
741,3_post
742,2_exploit
743,4_unknown
744,3_post
745,2_exploit
746,3_post
747,4_unknown
748,1_reconnaissance
749,2_exploit
750,4_unknown
751,2_exploit
752,3_post
753,1_reconnaissance
754,2_exploit
755,4_unknown
756,1_reconnaissance
757,4_unknown
758,3_post
759,2_exploit
760,2_exploit
761,2_exploit
762,3_post
763,2_exploit
764,3_post
765,3_post
766,3_post
767,2_exploit
768,1_reconnaissance
769,4_unknown
770,4_unknown
771,2_exploit
772,3_post
773,2_exploit
774,4_unknown
775,1_reconnaissance
776,2_exploit
777,3_post
778,1_reconnaissance
779,4_unknown
780,4_unknown
781,2_exploit
782,4_unknown
783,4_unknown
784,2_exploit
785,3_post
786,2_exploit
787,2_exploit
788,4_unknown
789,2_exploit
790,4_unknown
791,4_unknown
792,4_unknown
793,4_unknown
794,2_exploit
795,3_post
796,2_exploit
797,1_reconnaissance
798,4_unknown
799,4_unknown
800,4_unknown
801,2_exploit
802,2_exploit
803,2_exploit
804,4_unknown
805,3_post
806,4_unknown
807,2_exploit
808,3_post
809,2_exploit
810,2_exploit
811,4_unknown
812,3_post
813,2_exploit
814,2_exploit
815,4_unknown
816,2_exploit
817,4_unknown
818,2_exploit
819,3_post
820,2_exploit
821,3_post
822,2_exploit
823,2_exploit
824,3_post
825,2_exploit
826,3_post
827,3_post
828,2_exploit
829,3_post
830,3_post
831,2_exploit
832,2_exploit
833,2_exploit
834,4_unknown
835,3_post
836,3_post
837,3_post
838,2_exploit
839,3_post
840,4_unknown
841,2_exploit
842,3_post
843,2_exploit
844,4_unknown
845,4_unknown
846,2_exploit
847,4_unknown
848,2_exploit
849,4_unknown
850,3_post
851,3_post
852,2_exploit
853,2_exploit
854,3_post
855,4_unknown
856,2_exploit
857,2_exploit
858,3_post
859,1_reconnaissance
860,2_exploit
861,4_unknown
862,4_unknown
863,4_unknown
864,2_exploit
865,2_exploit
866,4_unknown
867,2_exploit
868,2_exploit
869,3_post
870,2_exploit
871,4_unknown
872,1_reconnaissance
873,4_unknown
874,4_unknown
875,2_exploit
876,4_unknown
877,1_reconnaissance
878,3_post
879,3_post
880,2_exploit
881,2_exploit
882,2_exploit
883,2_exploit
884,3_post
885,3_post
886,4_unknown
887,2_exploit
888,2_exploit
889,1_reconnaissance
890,3_post
891,4_unknown
892,2_exploit
893,4_unknown
894,2_exploit
895,4_unknown
896,3_post
897,2_exploit
898,4_unknown
899,2_exploit
900,2_exploit
901,2_exploit
902,2_exploit
903,4_unknown
904,2_exploit
905,4_unknown
906,2_exploit
907,2_exploit
908,1_reconnaissance
909,2_exploit
910,2_exploit
911,2_exploit
912,4_unknown
913,2_exploit
914,4_unknown
915,4_unknown
916,4_unknown
917,2_exploit
918,4_unknown
919,2_exploit
920,4_unknown
921,3_post
922,3_post
923,4_unknown
924,2_exploit
925,4_unknown
926,2_exploit
927,4_unknown
928,4_unknown
929,2_exploit
930,4_unknown
931,3_post
932,3_post
933,2_exploit
934,2_exploit
935,3_post
936,2_exploit
937,3_post
938,4_unknown
939,1_reconnaissance
940,4_unknown
941,2_exploit
942,2_exploit
943,2_exploit
944,1_reconnaissance
945,3_post
946,2_exploit
947,4_unknown
948,2_exploit
949,3_post
950,2_exploit
951,1_reconnaissance
952,4_unknown
953,4_unknown
954,2_exploit
955,4_unknown
956,4_unknown
957,2_exploit
958,4_unknown
959,3_post
960,2_exploit
961,2_exploit
962,1_reconnaissance
963,3_post
964,4_unknown
965,4_unknown
966,2_exploit
967,2_exploit
968,2_exploit
969,2_exploit
970,2_exploit
971,4_unknown
972,4_unknown
973,4_unknown
974,4_unknown
975,4_unknown
976,4_unknown
977,2_exploit
978,4_unknown
979,2_exploit
980,3_post
981,1_reconnaissance
982,3_post
983,4_unknown
984,4_unknown
985,4_unknown
986,4_unknown
987,4_unknown
988,4_unknown
989,2_exploit
990,3_post
991,3_post
992,4_unknown
993,4_unknown
994,4_unknown
995,2_exploit
996,4_unknown
997,2_exploit
998,2_exploit
999,2_exploit
1000,2_exploit
1001,3_post
1002,2_exploit
1003,2_exploit
1004,4_unknown
1005,2_exploit
1006,3_post
1007,2_exploit
1008,4_unknown
1009,3_post
1010,3_post
1011,3_post
1012,4_unknown
1013,3_post
1014,2_exploit
1015,4_unknown
1016,4_unknown
1017,2_exploit
1018,2_exploit
1019,2_exploit
1020,2_exploit
1021,4_unknown
1022,2_exploit
1023,4_unknown
1024,2_exploit
1025,3_post
1026,3_post
1027,2_exploit
1028,2_exploit
1029,4_unknown
1030,2_exploit
1031,4_unknown
1032,3_post
1033,2_exploit
1034,2_exploit
1035,4_unknown
1036,2_exploit
1037,2_exploit
1038,3_post
1039,3_post
1040,3_post
1041,2_exploit
1042,2_exploit
1043,2_exploit
1044,3_post
1045,3_post
1046,3_post
1047,3_post
1048,4_unknown
1049,4_unknown
1050,4_unknown
1051,2_exploit
1052,2_exploit
1053,3_post
1054,2_exploit
1055,4_unknown
1056,2_exploit
1057,2_exploit
1058,3_post
1059,4_unknown
1060,4_unknown
1061,2_exploit
1062,4_unknown
1063,4_unknown
1064,4_unknown
1065,3_post
1066,2_exploit
1067,4_unknown
1068,2_exploit
1069,4_unknown
1070,1_reconnaissance
1071,4_unknown
1072,4_unknown
1073,2_exploit
1074,2_exploit
1075,1_reconnaissance
1076,2_exploit
1077,3_post
1078,4_unknown
1079,4_unknown
1080,2_exploit
1081,2_exploit
1082,3_post
1083,4_unknown
1084,2_exploit
1085,4_unknown
1086,2_exploit
1087,3_post
1088,2_exploit
1089,2_exploit
1090,4_unknown
1091,2_exploit
1092,4_unknown
1093,4_unknown
1094,2_exploit
1095,2_exploit
1096,2_exploit
1097,4_unknown
1098,4_unknown
1099,3_post
1100,2_exploit
1101,2_exploit
1102,4_unknown
1103,4_unknown
1104,2_exploit
1105,3_post
1106,4_unknown
1107,2_exploit
1108,2_exploit
1109,4_unknown
1110,4_unknown
1111,3_post
1112,1_reconnaissance
1113,3_post
1114,2_exploit
1115,2_exploit
1116,4_unknown
1117,4_unknown
1118,3_post
1119,4_unknown
1120,2_exploit
1121,2_exploit
1122,4_unknown
1123,3_post
1124,2_exploit
1125,1_reconnaissance
1126,3_post
1127,3_post
1128,4_unknown
1129,4_unknown
1130,1_reconnaissance
1131,4_unknown
1132,2_exploit
1133,4_unknown
1134,2_exploit
1135,3_post
1136,4_unknown
1137,4_unknown
1138,4_unknown
1139,1_reconnaissance
1140,4_unknown
1141,3_post
1142,2_exploit
1143,2_exploit
1144,4_unknown
1145,3_post
1146,4_unknown
1147,2_exploit
1148,4_unknown
1149,3_post
1150,2_exploit
1151,2_exploit
1152,3_post
1153,2_exploit
1154,4_unknown
1155,2_exploit
1156,2_exploit
1157,2_exploit
1158,2_exploit
1159,3_post
1160,2_exploit
1161,2_exploit
1162,2_exploit
1163,3_post
1164,2_exploit
1165,2_exploit
1166,4_unknown
1167,2_exploit
1168,4_unknown
1169,2_exploit
1170,2_exploit
1171,2_exploit
1172,4_unknown
1173,2_exploit
1174,2_exploit
1175,2_exploit
1176,4_unknown
1177,1_reconnaissance
1178,4_unknown
1179,2_exploit
1180,1_reconnaissance
1181,2_exploit
1182,4_unknown
1183,2_exploit
1184,3_post
1185,2_exploit
1186,1_reconnaissance
1187,2_exploit
1188,4_unknown
1189,2_exploit
1190,3_post
1191,4_unknown
1192,1_reconnaissance
1193,3_post
1194,2_exploit
1195,3_post
1196,1_reconnaissance
1197,3_post
1198,4_unknown
1199,2_exploit
1200,2_exploit
1201,2_exploit
1202,2_exploit
1203,4_unknown
1204,4_unknown
1205,2_exploit
1206,1_reconnaissance
1207,3_post
1208,4_unknown
1209,2_exploit
1210,3_post
1211,3_post
1212,3_post
1213,2_exploit
1214,4_unknown
1215,4_unknown
1216,3_post
1217,2_exploit
1218,2_exploit
1219,2_exploit
1220,3_post
1221,2_exploit
1222,2_exploit
1223,4_unknown
1224,2_exploit
1225,3_post
1226,2_exploit
1227,3_post
1228,4_unknown
1229,2_exploit
1230,2_exploit
1231,2_exploit
1232,3_post
1233,3_post
1234,4_unknown
1235,3_post
1236,1_reconnaissance
1237,4_unknown
1238,2_exploit
1239,2_exploit
1240,4_unknown
1241,4_unknown
1242,3_post
1243,2_exploit
1244,4_unknown
1245,4_unknown
1246,3_post
1247,3_post
1248,4_unknown
1249,2_exploit
1250,2_exploit
1251,4_unknown
1252,1_reconnaissance
1253,3_post
1254,4_unknown
1255,1_reconnaissance
1256,2_exploit
1257,3_post
1258,2_exploit
1259,4_unknown
1260,2_exploit
1261,2_exploit
1262,4_unknown
1263,2_exploit
1264,3_post
1265,4_unknown
1266,4_unknown
1267,4_unknown
1268,4_unknown
1269,4_unknown
1270,4_unknown
1271,2_exploit
1272,4_unknown
1273,2_exploit
1274,2_exploit
1275,3_post
1276,2_exploit
1277,3_post
1278,4_unknown
1279,2_exploit
1280,4_unknown
1281,3_post
1282,4_unknown
1283,2_exploit
1284,3_post
1285,2_exploit
1286,2_exploit
1287,2_exploit
1288,4_unknown
1289,2_exploit
1290,3_post
1291,4_unknown
1292,4_unknown
1293,3_post
1294,2_exploit
1295,4_unknown
1296,4_unknown
1297,4_unknown
1298,3_post
1299,2_exploit
1300,4_unknown
1301,2_exploit
1302,2_exploit
1303,4_unknown
1304,4_unknown
1305,2_exploit
1306,1_reconnaissance
1307,4_unknown
1308,3_post
1309,4_unknown
1310,2_exploit
1311,2_exploit
1312,2_exploit
1313,4_unknown
1314,4_unknown
1315,3_post
1316,3_post
1317,4_unknown
1318,4_unknown
1319,4_unknown
1320,2_exploit
1321,2_exploit
1322,2_exploit
1323,2_exploit
1324,4_unknown
1325,4_unknown
1326,2_exploit
1327,4_unknown
1328,3_post
1329,3_post
1330,4_unknown
1331,2_exploit
1332,2_exploit
1333,2_exploit
1334,2_exploit
1335,2_exploit
1336,4_unknown
1337,2_exploit
1338,2_exploit
1339,4_unknown
1340,4_unknown
1341,2_exploit
1342,2_exploit
1343,4_unknown
1344,2_exploit
1345,2_exploit
1346,3_post
1347,4_unknown
1348,2_exploit
1349,2_exploit
1350,1_reconnaissance
1351,2_exploit
1352,3_post
1353,2_exploit
1354,4_unknown
1355,4_unknown
1356,4_unknown
1357,1_reconnaissance
1358,4_unknown
1359,4_unknown
1360,2_exploit
1361,3_post
1362,2_exploit
1363,3_post
1364,2_exploit
1365,2_exploit
1366,2_exploit
1367,4_unknown
1368,3_post
1369,4_unknown
1370,4_unknown
1371,3_post
1372,4_unknown
1373,2_exploit
1374,3_post
1375,2_exploit
1376,2_exploit
1377,2_exploit
1378,4_unknown
1379,4_unknown
1380,2_exploit
1381,2_exploit
1382,2_exploit
1383,3_post
1384,2_exploit
1385,4_unknown
1386,3_post
1387,2_exploit
1388,4_unknown
1389,2_exploit
1390,4_unknown
1391,3_post
1392,2_exploit
1393,3_post
1394,4_unknown
1395,4_unknown
1396,2_exploit
1397,3_post
1398,3_post
1399,4_unknown
1400,2_exploit
1401,4_unknown
1402,2_exploit
1403,4_unknown
1404,4_unknown
1405,3_post
1406,2_exploit
1407,4_unknown
1408,1_reconnaissance
1409,4_unknown
1410,4_unknown
1411,2_exploit
1412,3_post
1413,2_exploit
1414,2_exploit
1415,4_unknown
1416,2_exploit
1417,4_unknown
1418,3_post
1419,2_exploit
1420,4_unknown
1421,1_reconnaissance
1422,4_unknown
1423,4_unknown
1424,4_unknown
1425,3_post
1426,2_exploit
1427,3_post
1428,3_post
1429,2_exploit
1430,3_post
1431,2_exploit
1432,4_unknown
1433,2_exploit
1434,2_exploit
1435,4_unknown
1436,2_exploit
1437,2_exploit
1438,4_unknown
1439,2_exploit
1440,2_exploit
1441,2_exploit
1442,3_post
1443,4_unknown
1444,3_post
1445,4_unknown
1446,3_post
1447,2_exploit
1448,2_exploit
1449,4_unknown
1450,3_post
1451,4_unknown
1452,4_unknown
1453,3_post
1454,3_post
1455,3_post
1456,2_exploit
1457,4_unknown
1458,1_reconnaissance
1459,2_exploit
1460,3_post
1461,2_exploit
1462,3_post
1463,3_post
1464,2_exploit
1465,2_exploit
1466,4_unknown
1467,4_unknown
1468,4_unknown
1469,3_post
1470,4_unknown
1471,3_post
1472,3_post
1473,4_unknown
1474,2_exploit
1475,2_exploit
1476,2_exploit
1477,3_post
1478,2_exploit
1479,2_exploit
1480,2_exploit
1481,4_unknown
1482,3_post
1483,2_exploit
1484,1_reconnaissance
1485,4_unknown
1486,4_unknown
1487,4_unknown
1488,2_exploit
1489,4_unknown
1490,3_post
1491,4_unknown
1492,2_exploit
1493,2_exploit
1494,2_exploit
1495,1_reconnaissance
1496,3_post
1497,2_exploit
1498,3_post
1499,3_post
1500,2_exploit
1501,3_post
1502,2_exploit
1503,3_post
1504,3_post
1505,2_exploit
1506,2_exploit
1507,4_unknown
1508,4_unknown
1509,4_unknown
1510,2_exploit
1511,4_unknown
1512,2_exploit
1513,4_unknown
1514,2_exploit
1515,4_unknown
1516,2_exploit
1517,3_post
1518,4_unknown
1519,4_unknown
1520,3_post
1521,4_unknown
1522,4_unknown
1523,3_post
1524,2_exploit
1525,3_post
1526,4_unknown
1527,2_exploit
1528,4_unknown
1529,2_exploit
1530,4_unknown
1531,2_exploit
1532,2_exploit
1533,2_exploit
1534,2_exploit
1535,3_post
1536,4_unknown
1537,3_post
1538,4_unknown
1539,2_exploit
1540,3_post
1541,4_unknown
1542,3_post
1543,4_unknown
1544,2_exploit
1545,2_exploit
1546,4_unknown
1547,3_post
1548,2_exploit
1549,3_post
1550,2_exploit
1551,2_exploit
1552,2_exploit
1553,4_unknown
1554,2_exploit
1555,3_post
1556,1_reconnaissance
1557,2_exploit
1558,3_post
1559,3_post
1560,4_unknown
1561,2_exploit
1562,4_unknown
1563,3_post
1564,4_unknown
1565,4_unknown
1566,2_exploit
1567,2_exploit
1568,3_post
1569,4_unknown
1570,4_unknown
1571,2_exploit
1572,2_exploit
1573,2_exploit
1574,3_post
1575,3_post
1576,2_exploit
1577,3_post
1578,1_reconnaissance
1579,4_unknown
1580,2_exploit
1581,4_unknown
1582,1_reconnaissance
1583,2_exploit
1584,4_unknown
1585,4_unknown
1586,4_unknown
1587,2_exploit
1588,2_exploit
1589,3_post
1590,3_post
1591,2_exploit
1592,4_unknown
1593,2_exploit
1594,2_exploit
1595,2_exploit
1596,4_unknown
1597,4_unknown
1598,3_post
1599,2_exploit
1600,2_exploit
1601,2_exploit
1602,3_post
1603,2_exploit
1604,2_exploit
1605,3_post
1606,2_exploit
1607,2_exploit
1608,2_exploit
1609,4_unknown
1610,1_reconnaissance
1611,3_post
1612,3_post
1613,3_post
1614,2_exploit
1615,3_post
1616,4_unknown
1617,2_exploit
1618,4_unknown
1619,2_exploit
1620,4_unknown
1621,2_exploit
1622,3_post
1623,2_exploit
1624,2_exploit
1625,3_post
1626,2_exploit
1627,2_exploit
1628,4_unknown
1629,1_reconnaissance
1630,4_unknown
1631,4_unknown
1632,2_exploit
1633,4_unknown
1634,3_post
1635,3_post
1636,2_exploit
1637,2_exploit
1638,2_exploit
1639,2_exploit
1640,2_exploit
1641,2_exploit
1642,4_unknown
1643,4_unknown
1644,2_exploit
1645,4_unknown
1646,4_unknown
1647,2_exploit
1648,2_exploit
1649,2_exploit
1650,1_reconnaissance
1651,4_unknown
1652,4_unknown
1653,4_unknown
1654,4_unknown
1655,4_unknown
1656,2_exploit
1657,4_unknown
1658,4_unknown
1659,4_unknown
1660,2_exploit
1661,3_post
1662,4_unknown
1663,4_unknown
1664,3_post
1665,2_exploit
1666,3_post
1667,2_exploit
1668,2_exploit
1669,2_exploit
1670,2_exploit
1671,2_exploit
1672,2_exploit
1673,1_reconnaissance
1674,4_unknown
1675,1_reconnaissance
1676,1_reconnaissance
1677,2_exploit
1678,2_exploit
1679,2_exploit
1680,2_exploit
1681,2_exploit
1682,3_post
1683,2_exploit
1684,2_exploit
1685,4_unknown
1686,3_post
1687,4_unknown
1688,4_unknown
1689,4_unknown
1690,2_exploit
1691,4_unknown
1692,2_exploit
1693,3_post
1694,3_post
1695,2_exploit
1696,2_exploit
1697,4_unknown
1698,2_exploit
1699,2_exploit
1700,4_unknown
1701,3_post
1702,3_post
1703,4_unknown
1704,2_exploit
1705,2_exploit
1706,2_exploit
1707,4_unknown
1708,2_exploit
1709,4_unknown
1710,2_exploit
1711,2_exploit
1712,4_unknown
1713,2_exploit
1714,3_post
1715,2_exploit
1716,3_post
1717,4_unknown
1718,2_exploit
1719,3_post
1720,2_exploit
1721,4_unknown
1722,2_exploit
1723,4_unknown
1724,2_exploit
